Kanji,Kanji_Core_Meaning,Word,Word_Reading,English_Meaning,Connection_Type,Figurative_Note,Position_in_Deck
親,"parent, intimacy",親切,しんせつ,"kind, friendly",direct,,1005
親,"parent, intimacy",不親切,ふしんせつ,"unkind, inattentive",direct,,1006
親,"parent, intimacy",両親,りょうしん,parents,direct,,1332
姉,elder sister,姉,あね,older sister,direct,,273
姉,elder sister,お姉さん,おねえさん,older sister,direct,,274
姉,elder sister,姉さん,ねえさん,"older sister, girl, miss",direct,,1010
妹,younger sister,妹,いもうと,younger sister,direct,,275
兄,"elder brother, big brother",兄,あに,older brother,direct,,277
兄,"elder brother, big brother",お兄さん,おにいさん,older brother,direct,,278
兄,"elder brother, big brother",兄弟,きょうだい,siblings,direct,,1011
兄,"elder brother, big brother",兄さん,にいさん,older brother,direct,,1905
弟,"younger brother, faithful service to elders",弟,おとうと,younger brother,direct,,279
弟,"younger brother, faithful service to elders",兄弟,きょうだい,siblings,direct,,1011
娘,"daughter, girl",娘,むすめ,"daughter, girl",direct,,280
息,"breath, respiration",息子,むすこ,son,direct,,281
若,"young, if",若い,わかい,young,direct,,282
若,"young, if",若者,わかもの,"young person, youth",direct,,1012
女,"woman, female",彼女,かのじょ,"she, one's girlfriend",direct,,283
女,"woman, female",女の子,おんなのこ,"girl, baby girl",direct,,461
女,"woman, female",長女,ちょうじょ,eldest daughter,direct,,599
女,"woman, female",女性,じょせい,"female, woman (formal)",direct,,743
女,"woman, female",次女,じじょ,second daughter,direct,,898
女,"woman, female",女,おんな,"woman, girl",direct,,1799
彼,"he, that",彼女,かのじょ,"she, one's girlfriend",direct,,283
彼,"he, that",彼,かれ,"he, one's boyfriend",direct,,284
彼,"he, that",彼ら,かれら,they,direct,,1013
結,"tie, bind",結婚,けっこん,marriage,direct,,285
結,"tie, bind",結合,けつごう,"combination, joining",direct,,1015
結,"tie, bind",結果,けっか,"result, outcome",direct,,1016
婚,marriage,結婚,けっこん,marriage,direct,,285
婚,marriage,離婚,りこん,divorce,direct,,1286
転,"revolve, turn around",自転車,じてんしゃ,bicycle,direct,,286
転,"revolve, turn around",運転,うんてん,drive,direct,,900
転,"revolve, turn around",運転手,うんてんしゅ,driver,direct,,901
転,"revolve, turn around",転ぶ,ころぶ,"tumble down, fall over",direct,,902
自,oneself,自転車,じてんしゃ,bicycle,direct,,286
自,oneself,自分,じぶん,"self, oneself",direct,,287
自,oneself,自動車,じどうしゃ,automobile,direct,,1021
自,oneself,自然,しぜん,nature,direct,,1022
自,oneself,自然,しぜん,"natural, naturally",direct,,1023
自,oneself,自習,じしゅう,"self-study, self-teaching",direct,,1024
自,oneself,自由,じゆう,"freedom, free",direct,,1026
自,oneself,自宅,じたく,"one's house, one's home",direct,,1322
自,oneself,自炊,じすい,cooking for oneself,direct,,1596
主,"lord, chief",ご主人,ごしゅじん,(your) husband,direct,,288
主,"lord, chief",主人,しゅじん,"husband,&nbsp;the head of the house",direct,,1033
主,"lord, chief",主張,しゅちょう,"argument, case, one's point",figurative,"main + stretch/spread → ""spreading one's main point"" → argument, assertion",1541
答,"solution, answer",答える,こたえる,"answer, reply",direct,,289
答,"solution, answer",答え,こたえ,"answer, solution",direct,,1039
別,"separate, branch off",別,べつ,"another, different",direct,,290
別,"separate, branch off",特別,とくべつ,"special, extraordinary",direct,,1042
別,"separate, branch off",別々,べつべつ,separately,direct,,1043
別,"separate, branch off",別れる,わかれる,"separate, part from",direct,,1044
病,"ill, sick",病気,びょうき,illness,figurative,sickness + spirit → an ailing spirit → illness,291
病,"ill, sick",病院,びょういん,hospital,direct,,1052
死,"death, die",死ぬ,しぬ,die,direct,,292
痛,"pain, hurt",痛い,いたい,painful,direct,,293
酒,"sake, alcohol",酒,さけ,"alcoholic drink, Japanese rice wine",direct,,294
杯,"counter for cupfuls, wine glass",一杯,いっぱい,full,direct,,296
杯,"counter for cupfuls, wine glass",乾杯,かんぱい,a toast,figurative,"dry + cup → ""draining one's cup"" → a toast",1457
飛,"fly, skip (pages)",飛ぶ,とぶ,fly,direct,,297
飛,"fly, skip (pages)",飛行機,ひこうき,airplane,direct,,298
飛,"fly, skip (pages)",飛行場,ひこうじょう,"airport, airfield",direct,,1103
機,"loom, mechanism",飛行機,ひこうき,airplane,direct,,298
機,"loom, mechanism",機能,きのう,"function, feature",direct,,1080
機,"loom, mechanism",ジェット機,ジェットき,jet (plane),direct,,1081
機,"loom, mechanism",機械,きかい,machine,direct,,1082
機,"loom, mechanism",洗濯機,せんたくき,washing machine,direct,,1582
機,"loom, mechanism",扇風機,せんぷうき,electric fan,direct,,1610
機,"loom, mechanism",掃除機,そうじき,vacuum cleaner,direct,,1654
願,"petition, request",お願い,おねがい,"request, wish",direct,,299
願,"petition, request",願う,ねがう,"wish, ask a favor, apply for",direct,,1117
続,"continue, series",続く,つづく,"continue, follow が",direct,,300
続,"continue, series",続ける,つづける,"continue (sth), keep up を",direct,,1135
記,"scribe, account",日記,にっき,diary,direct,,301
記,"scribe, account",記者,きしゃ,"journalist, reporter",direct,,1139
記,"scribe, account",記録,きろく,"record, documentation",direct,,1140
記,"scribe, account",記念日,きねんび,"memorial day, anniversary",direct,,1363
首,"neck, counter for songs and poems",首,くび,neck,direct,,302
首,"neck, counter for songs and poems",首相,しゅしょう,prime minister,figurative,"neck/head + minister → ""head"" extended to ""chief"" → prime minister",1161
首,"neck, counter for songs and poems",首都,しゅと,capital,figurative,"neck/head + capital → ""head"" extended to ""leading"" → capital city",1162
頭,"head, counter for large animals",頭,あたま,head,direct,,303
顔,"face, expression",顔,かお,face,direct,,304
感,"emotion, feeling",感じる,かんじる,"feel, sense",direct,,305
探,"grope, search",探す,さがす,"search for, look for",direct,,306
落,"fall, drop",落ちる,おちる,"fall, go down",direct,,307
落,"fall, drop",落とす,おとす,"drop, omit",direct,,1235
洗,"wash, inquire into",お手洗い,おてあらい,bathroom (polite),direct,,308
洗,"wash, inquire into",洗う,あらう,wash,direct,,1241
洗,"wash, inquire into",洗面所,せんめんじょ,"washroom, bathroom",direct,,1242
洗,"wash, inquire into",洗濯機,せんたくき,washing machine,direct,,1582
洗,"wash, inquire into",洗濯,せんたく,"laundering, washing",direct,,1583
冷,"cool, cold (beer, person)",冷たい,つめたい,"cold (things, touch)",direct,,309
冷,"cool, cold (beer, person)",冷える,ひえる,"get cold, get chilly",direct,,1247
冷,"cool, cold (beer, person)",冷やす,ひやす,"cool (sth), chill (を)",direct,,1248
冷,"cool, cold (beer, person)",冷める,さめる,"cool down (from hot to room temp), subside",direct,,1249
冷,"cool, cold (beer, person)",冷蔵庫,れいぞうこ,refrigerator,direct,,1251
冷,"cool, cold (beer, person)",冷房,れいぼう,air conditioning,direct,,1302
汚,"dirty, pollute",汚い,きたない,dirty,direct,,310
汚,"dirty, pollute",汚す,よごす,"make dirty, soil",direct,,1254
汚,"dirty, pollute",汚れ,よごれ,"dirt, filth",direct,,1255
汚,"dirty, pollute",汚れる,よごれる,"become dirty, become defiled",direct,,1256
太,"plump, thick",太い,ふとい,"thick, fat",direct,,311
太,"plump, thick",太る,ふとる,"grow fat, fatten",direct,,1260
太,"plump, thick",太陽,たいよう,sun,direct,,1261
曇,"cloudy weather, cloud up",曇る,くもる,become cloudy,direct,,312
曇,"cloudy weather, cloud up",曇り,くもり,"cloudiness, cloudy weather",direct,,1266
神,"gods, mind",神,かみ,"god, spirit",direct,,313
神,"gods, mind",神社,じんじゃ,Shinto shrine,direct,,1271
建,build,建てる,たてる,"build, erect",direct,,315
建,build,建設,けんせつ,"construction, establishment",direct,,1278
建,build,建物,たてもの,"building, structure",direct,,1279
建,build,建つ,たつ,"be built, be erected",direct,,1280
置,"placement, put",置く,おく,"put, leave",direct,,316
置,"placement, put",位置,いち,"position, location",direct,,1285
置,"placement, put",装置,そうち,"equipment, device",direct,,1499
辺,"environs, boundary",辺,へん,"vicinity, part",direct,,317
辺,"environs, boundary",周辺,しゅうへん,"surrounding area, outskirts",direct,,1290
黄,yellow,黄色い,きいろい,yellow,direct,,318
黄,yellow,黄色,きいろ,yellow,direct,,1293
緒,"thong, beginning",一緒に,いっしょに,"together, at the same time",direct,,319
緑,green,緑,みどり,"green, foliage",direct,,320
緑,green,緑色,みどりいろ,green,direct,,1306
易,"easy, ready to",易しい,やさしい,"easy, simple",direct,,321
易,"easy, ready to",貿易,ぼうえき,"(foreign) trade, import/export business",direct,,1307
留,"detain, fasten",留学生,りゅうがくせい,student studying abroad,direct,,322
留,"detain, fasten",留学,りゅうがく,studying abroad,direct,,1315
留,"detain, fasten",停留所,ていりゅうじょ,"stop, station",direct,,1316
留,"detain, fasten",書留,かきとめ,registered mail,direct,,1317
留,"detain, fasten",留守,るす,not at home,figurative,"stay + guard → originally the person left guarding the house while away → shifted to ""not home"" itself",1320
戻,"re-, return",戻る,もどる,"return, turn back",direct,,323
起,"rouse, wake up",起きる,おきる,"get up, get out of bed",direct,,325
起,"rouse, wake up",起こる,おこる,happen,direct,,326
起,"rouse, wake up",起こす,おこす,wake up (someone),direct,,327
起,"rouse, wake up",起きる,おきる,occur,direct,,328
起,"rouse, wake up",早起き,はやおき,early rising,direct,,1324
寝,"lie down, sleep",寝る,ねる,"sleep, go to sleep",direct,,329
寝,"lie down, sleep",昼寝,ひるね,nap,direct,,1325
寝,"lie down, sleep",寝坊,ねぼう,"oversleeping,&nbsp;late riser",direct,,1619
細,"dainty, get thin",細い,ほそい,"thin, slender, narrow",direct,,330
細,"dainty, get thin",細かい,こまかい,"minute, elaborate",direct,,1346
細,"dainty, get thin",細か,こまか,"minute, elaborate",direct,,1347
載,"ride, board",載せる,のせる,"place, put on",direct,,331
締,"tighten, tie",締める,しめる,"tighten, fasten",direct,,332
甘,"sweet, coax",甘い,あまい,sweet,direct,,333
辛,"spicy, bitter",辛い,からい,"spicy, salty",direct,,335
辛,"spicy, bitter",塩辛い,しおからい,salty,direct,,1381
優,"tenderness, excel",優しい,やさしい,"gentle, kind",direct,,336
夫,"husband, man",夫,おっと,husband,direct,,337
夫,"husband, man",大丈夫,だいじょうぶ,"alright, okay",figurative,"big + hero/guardian + husband → old term for ""a sturdy man"" → now means fine/OK",369
夫,"husband, man",夫婦,ふうふ,"husband and wife, married couple",direct,,1414
夫,"husband, man",丈夫,じょうぶ,"healthy, stout",direct,,1712
妻,"wife, spouse",妻,つま,wife,direct,,338
誰,"who, someone",誰,だれ,"who, whom",direct,,339
誰,"who, someone",誰か,だれか,someone,direct,,1419
愛,"love, affection",愛する,あいする,"love, care for",direct,,340
愛,"love, affection",愛,あい,love,direct,,1422
愛,"love, affection",可愛い,かわいい,"cute, charming, sweet",direct,,1423
笑,laugh,笑う,わらう,"laugh, smile",direct,,341
酸,"acid, bitterness",酸っぱい,すっぱい,sour,direct,,342
葉,"leaf, plane",言葉,ことば,"word, language",direct,,343
葉,"leaf, plane",葉,は,leaf,direct,,1475
葉,"leaf, plane",絵葉書,えはがき,picture postcard,direct,,1476
呼,"call, call out to",呼ぶ,よぶ,"call, name",direct,,345
胸,"bosom, breast",胸,むね,chest,direct,,346
腰,"loins, hips",腰,こし,"hip, lower back",direct,,347
背,"stature, height",背,せ,"height, stature",direct,,348
背,"stature, height",背景,はいけい,"background, scenery, setting",direct,,1486
片,"one-sided, leaf",片仮名,かたかな,katakana,direct,,349
片,"one-sided, leaf",片道,かたみち,one-way,direct,,1333
片,"one-sided, leaf",片付ける,かたづける,"put in order, clear (st) away, put (st) back",direct,,1356
片,"one-sided, leaf",片付く,かたづく,"be in order, be settled",direct,,1360
仮,"sham, temporary",片仮名,かたかな,katakana,direct,,349
仮,"sham, temporary",平仮名,ひらがな,hiragana,direct,,350
仮,"sham, temporary",仮名,かな,"kana, Japanese syllabary",direct,,1500
仮,"sham, temporary",送り仮名,おくりがな,kana suffix,direct,,1501
平,"even, flat",平仮名,ひらがな,hiragana,direct,,350
平,"even, flat",平和,へいわ,"peace, harmony",direct,,1050
平,"even, flat",平成,へいせい,Heisei era,direct,,1111
悲,"grieve, sad",悲しい,かなしい,sad,direct,,351
